contigsID	family (ICTV taxonomic)	genus (ICTV taxonomic)	species (ICTV taxonomic)	viral_genome	viral_type	Family level (Host)
contigs_cluasted5463;size=1	Microviridae	NA	Microviridae sp. ctfJJ5	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5147;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Odoribacteraceae
contigs_cluasted6441;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1945;size=3	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted5565;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Tannerellaceae
contigs_cluasted117;size=1	Herelleviridae	NA	Herelleviridae sp. cttEB8	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5834;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6414;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1148;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted6314;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6297;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5629;size=6	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted3807;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted44;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bacillaceae
contigs_cluasted897;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6130;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Prevotellaceae
contigs_cluasted10000040;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted1034;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bifidobacteriaceae
contigs_cluasted13;size=6	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted3688;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted1169;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2466;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5615;size=2	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6782;size=5	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5594;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1231;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Streptococcaceae
contigs_cluasted2902;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted4356;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7615;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Acidaminococcaceae
contigs_cluasted6751;size=1	Microviridae	NA	Gokushovirinae sp. SC_5_H2H4_2017	DNA virus	Bacteriophage	No host predicted
contigs_cluasted3513;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bifidobacteriaceae
contigs_cluasted5396;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6044;size=3	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6732;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Acidaminococcaceae
contigs_cluasted100000283;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted7130;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5892;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6641;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Oscillospiraceae
contigs_cluasted912;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5249;size=3	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6905;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted6060;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted6271;size=6	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5447;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6844;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Acidaminococcaceae
contigs_cluasted409;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted3703;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Pectobacteriaceae
contigs_cluasted5783;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5741;size=5	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5747;size=8	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5473;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted4350;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted620;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted5799;size=5	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted4016;size=3	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted3128;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted3082;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted4660;size=2	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1342;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6313;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5723;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Tannerellaceae
contigs_cluasted5759;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted928;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted3814;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Clostridiaceae
contigs_cluasted1051;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5115;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6987;size=1	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	Sutterellaceae
contigs_cluasted5710;size=4	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6957;size=4	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	Sutterellaceae
contigs_cluasted6991;size=1	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	Sutterellaceae
contigs_cluasted31;size=2	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1260;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Paenibacillaceae
contigs_cluasted100000107;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted564;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted7874;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6377;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7171;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7087;size=1	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	Sutterellaceae
contigs_cluasted811;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5738;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted4497;size=8	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted4244;size=6	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted6095;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted7229;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted6602;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Oscillospiraceae
contigs_cluasted309;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Peptostreptococcaceae
contigs_cluasted4113;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7010;size=2	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5680;size=3	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6567;size=1	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6289;size=3	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted6249;size=6	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted100000341;size=1	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5847;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted106;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5831;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1495;size=2	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6035;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6595;size=1	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5765;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Flavobacteriaceae
contigs_cluasted5830;size=9	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5828;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6498;size=3	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted5425;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted100000295;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted340;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted5829;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6505;size=4	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8058;size=1	Inoviridae	NA	Inoviridae sp. ctDEu7	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted6683;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6555;size=5	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted433;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6084;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1055;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2372;size=1	Podoviridae	NA	Podoviridae sp. ctFkM10	DNA virus	Bacteriophage	No host predicted
contigs_cluasted100000110;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted5675;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5773;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1222;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6016;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted100000270;size=3	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5883;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5388;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted7958;size=3	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted8231;size=4	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5400;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6775;size=4	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7442;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Chlamydiaceae
contigs_cluasted4884;size=5	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Prevotellaceae
contigs_cluasted8230;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6906;size=2	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted100000246;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5593;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5348;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5273;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted490;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5194;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Prevotellaceae
contigs_cluasted1038;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8259;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted100000583;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Acidaminococcaceae
contigs_cluasted5776;size=4	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5187;size=4	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6811;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6037;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Rikenellaceae
contigs_cluasted8192;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted8022;size=2	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1693;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5614;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted4566;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5576;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted606;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7811;size=6	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5233;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Odoribacteraceae
contigs_cluasted8255;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5549;size=4	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6575;size=3	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6648;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted5360;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Odoribacteraceae
contigs_cluasted7793;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Sutterellaceae
contigs_cluasted8119;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted4764;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted5243;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted100000259;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted7078;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Sutterellaceae
contigs_cluasted489;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6355;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6956;size=6	Microviridae	NA	Microviridae sp. ctCuG14	DNA virus	Bacteriophage	Sutterellaceae
contigs_cluasted6574;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6053;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Rikenellaceae
contigs_cluasted5739;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted8109;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8113;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1033;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Paenibacillaceae
contigs_cluasted5676;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5682;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted100000264;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6810;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Acidaminococcaceae
contigs_cluasted5617;size=5	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted8299;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5632;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5510;size=7	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6058;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Rikenellaceae
contigs_cluasted7355;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted5474;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5198;size=6	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6240;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6459;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted7414;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted5475;size=5	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted7370;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5906;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5976;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted7043;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Sutterellaceae
contigs_cluasted4637;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5452;size=5	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5904;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted8336;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted4073;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Oscillospiraceae
contigs_cluasted6633;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8243;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6796;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Tannerellaceae
contigs_cluasted5654;size=6	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted4215;size=2	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted5453;size=1	Microviridae	NA	Microviridae sp. ctfJJ5	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted100000403;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6165;size=1	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted6941;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5531;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted488;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lactobacillaceae
contigs_cluasted5840;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5313;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted4591;size=4	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted3850;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8338;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5486;size=7	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6840;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6481;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted7062;size=1	Microviridae	NA	Microviridae sp. ct4S516	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6877;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5211;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted100000646;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted100000792;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted330;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Flavobacteriaceae
contigs_cluasted5558;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5298;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted87;size=2	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted618;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted3479;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6012;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5969;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted6541;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted406;size=2	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Flavobacteriaceae
contigs_cluasted6180;size=1	Microviridae	NA	Human gut gokushovirus	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted1870;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1671;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted100000568;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6020;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted4878;size=3	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6181;size=1	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted100000418;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted7081;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted8206;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5895;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted8001;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
